image_path,basename,folder_label,json_label
/content/drive/MyDrive/DATASET/fake_cifake_images/412.png,412.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/413.png,413.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/414.png,414.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/415.png,415.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/416.png,416.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/417.png,417.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/418.png,418.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/419.png,419.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/42.png,42.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/420.png,420.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/421.png,421.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/422.png,422.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/423.png,423.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/424.png,424.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/425.png,425.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/426.png,426.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/427.png,427.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/428.png,428.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/429.png,429.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/43.png,43.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/430.png,430.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/431.png,431.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/432.png,432.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/433.png,433.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/434.png,434.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/435.png,435.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/436.png,436.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/437.png,437.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/438.png,438.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/439.png,439.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/44.png,44.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/440.png,440.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/441.png,441.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/442.png,442.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/443.png,443.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/444.png,444.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/445.png,445.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/446.png,446.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/447.png,447.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/448.png,448.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/449.png,449.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/45.png,45.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/450.png,450.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/451.png,451.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/452.png,452.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/453.png,453.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/454.png,454.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/455.png,455.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/456.png,456.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/457.png,457.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/458.png,458.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/459.png,459.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/46.png,46.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/460.png,460.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/461.png,461.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/462.png,462.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/463.png,463.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/464.png,464.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/465.png,465.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/466.png,466.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/467.png,467.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/468.png,468.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/469.png,469.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/47.png,47.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/470.png,470.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/471.png,471.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/472.png,472.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/473.png,473.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/474.png,474.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/475.png,475.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/476.png,476.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/477.png,477.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/478.png,478.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/479.png,479.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/48.png,48.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/480.png,480.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/481.png,481.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/482.png,482.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/483.png,483.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/484.png,484.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/485.png,485.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/486.png,486.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/487.png,487.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/488.png,488.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/489.png,489.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/49.png,49.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/490.png,490.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/491.png,491.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/492.png,492.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/493.png,493.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/494.png,494.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/495.png,495.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/496.png,496.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/497.png,497.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/498.png,498.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/499.png,499.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/5.png,5.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/50.png,50.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/500.png,500.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/501.png,501.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/502.png,502.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/503.png,503.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/504.png,504.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/505.png,505.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/506.png,506.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/507.png,507.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/508.png,508.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/509.png,509.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/51.png,51.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/510.png,510.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/511.png,511.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/512.png,512.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/513.png,513.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/514.png,514.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/515.png,515.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/516.png,516.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/517.png,517.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/518.png,518.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/519.png,519.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/52.png,52.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/520.png,520.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/521.png,521.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/522.png,522.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/523.png,523.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/524.png,524.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/525.png,525.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/526.png,526.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/527.png,527.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/528.png,528.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/529.png,529.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/53.png,53.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/530.png,530.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/531.png,531.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/532.png,532.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/533.png,533.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/534.png,534.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/535.png,535.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/536.png,536.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/537.png,537.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/538.png,538.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/539.png,539.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/54.png,54.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/540.png,540.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/541.png,541.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/542.png,542.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/543.png,543.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/544.png,544.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/545.png,545.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/546.png,546.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/547.png,547.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/548.png,548.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/549.png,549.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/55.png,55.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/550.png,550.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/551.png,551.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/552.png,552.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/553.png,553.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/554.png,554.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/555.png,555.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/556.png,556.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/557.png,557.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/558.png,558.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/559.png,559.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/56.png,56.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/560.png,560.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/561.png,561.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/562.png,562.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/563.png,563.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/564.png,564.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/565.png,565.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/566.png,566.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/567.png,567.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/568.png,568.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/569.png,569.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/57.png,57.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/570.png,570.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/571.png,571.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/572.png,572.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/573.png,573.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/574.png,574.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/575.png,575.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/576.png,576.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/577.png,577.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/578.png,578.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/579.png,579.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/58.png,58.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/580.png,580.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/581.png,581.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/582.png,582.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/583.png,583.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/584.png,584.png,fake,real
/content/drive/MyDrive/DATASET/fake_cifake_images/585.png,585.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/586.png,586.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/587.png,587.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/588.png,588.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/589.png,589.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/59.png,59.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/590.png,590.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/591.png,591.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/592.png,592.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/593.png,593.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/594.png,594.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/595.png,595.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/596.png,596.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/597.png,597.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/598.png,598.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/599.png,599.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/6.png,6.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/60.png,60.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/600.png,600.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/601.png,601.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/602.png,602.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/603.png,603.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/604.png,604.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/605.png,605.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/606.png,606.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/607.png,607.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/608.png,608.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/609.png,609.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/61.png,61.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/610.png,610.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/611.png,611.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/612.png,612.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/613.png,613.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/614.png,614.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/615.png,615.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/616.png,616.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/617.png,617.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/618.png,618.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/619.png,619.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/62.png,62.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/620.png,620.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/621.png,621.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/622.png,622.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/623.png,623.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/624.png,624.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/625.png,625.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/626.png,626.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/627.png,627.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/628.png,628.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/629.png,629.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/63.png,63.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/630.png,630.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/631.png,631.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/632.png,632.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/633.png,633.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/634.png,634.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/635.png,635.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/636.png,636.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/637.png,637.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/638.png,638.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/639.png,639.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/64.png,64.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/640.png,640.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/641.png,641.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/642.png,642.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/643.png,643.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/644.png,644.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/645.png,645.png,fake,real
/content/drive/MyDrive/DATASET/fake_cifake_images/646.png,646.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/647.png,647.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/648.png,648.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/649.png,649.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/65.png,65.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/650.png,650.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/651.png,651.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/652.png,652.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/653.png,653.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/654.png,654.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/655.png,655.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/656.png,656.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/657.png,657.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/658.png,658.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/659.png,659.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/66.png,66.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/660.png,660.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/661.png,661.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/662.png,662.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/663.png,663.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/664.png,664.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/665.png,665.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/666.png,666.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/667.png,667.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/668.png,668.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/669.png,669.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/67.png,67.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/670.png,670.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/671.png,671.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/672.png,672.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/673.png,673.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/674.png,674.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/675.png,675.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/676.png,676.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/677.png,677.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/678.png,678.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/679.png,679.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/68.png,68.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/680.png,680.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/681.png,681.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/682.png,682.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/683.png,683.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/684.png,684.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/685.png,685.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/686.png,686.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/687.png,687.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/688.png,688.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/689.png,689.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/69.png,69.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/690.png,690.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/691.png,691.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/692.png,692.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/693.png,693.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/694.png,694.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/695.png,695.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/696.png,696.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/697.png,697.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/698.png,698.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/699.png,699.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/7.png,7.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/70.png,70.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/700.png,700.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/701.png,701.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/702.png,702.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/703.png,703.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/704.png,704.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/705.png,705.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/706.png,706.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/707.png,707.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/708.png,708.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/709.png,709.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/71.png,71.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/710.png,710.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/711.png,711.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/712.png,712.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/713.png,713.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/714.png,714.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/715.png,715.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/716.png,716.png,fake,real
/content/drive/MyDrive/DATASET/fake_cifake_images/717.png,717.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/718.png,718.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/719.png,719.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/72.png,72.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/720.png,720.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/721.png,721.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/722.png,722.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/723.png,723.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/724.png,724.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/725.png,725.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/726.png,726.png,fake,fake
